episode no.,Episode_title,description,Episode_runtime,Released_on,Lead Cast Matches,Supporting Cast Matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,released_datetime,release_year,release_month,release_day_of_week,release_quarter,publish_year,publish_month,publish_hour,publish_day_of_week,publish_time_category,runtime_minutes,runtime_category,description_length,description_word_count,title_length,title_word_count,lead_cast_count,supporting_cast_count,total_cast_count,has_jethalal,has_tapu,has_daya,has_taarak,has_bhide,has_champaklal,like_to_view_ratio,comment_to_view_ratio,comment_to_like_ratio,engagement_score,view_category
1053,Jetha Becomes A Monk,Jetha returns and shows up as a monk. This is Jethas great plan to avoid marrying another women. Everyone is shocked and scolds Jetha.,21 mins,25-Mar-20,Jetha,,Gokuldham Society,Sony SAB,2013-01-22 03:32:07+00:00,44367123,337360,9634,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,3.0,Tuesday,Night,21,Standard,134,24,20,4,1,0,1,False,False,False,False,False,False,0.00760382845640389,0.00021714276544046443,0.028556946416450034,4.64915418001852,High
1054,Jethas Decision,Everyone is furious at Jetha and asks him not to go away. But Jetha keeps up his acting and tries to leave. Is Jetha really angry? Or is this an act? Watch now to find out!,19 mins,25-Mar-20,Jetha,,Gokuldham Society,Sony SAB,2013-01-23 06:15:17+00:00,35445208,308784,9475,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,6.0,Wednesday,Morning,19,Standard,172,36,15,2,1,0,1,False,False,False,False,False,False,0.008711586381110067,0.0002673139831112295,0.0306847806726363,5.333877421910532,High
1055,The Ultimate Blackmail,Jetha tries to leave but Gulabo stops him and blackmails him. She tells everyone that shell kill herself if Jetha leaves. Everyone is stunned. What will happen now?,18 mins,25-Mar-20,Jethalal,,Gokuldham Society,Sony SAB,2013-01-24 05:54:07+00:00,14138447,123171,3255,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,5.0,Thursday,Morning,18,Standard,164,28,22,3,1,0,1,True,False,False,False,False,False,0.008711776568404113,0.0002302232890059786,0.026426460559218004,5.3191552566448586,Above_Avg
1056,Gulabo Agrees,"After a lot of convincing from everybody, Gulaabo agrees to marry, and the people of Gokuldham are ready to celebrate and enjoy this moment. What will happen next?",20 mins,25-Mar-20,Gokuldham Members,"Anjali, Gulabo, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2013-01-25 05:45:30+00:00,7443863,51470,1104,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,5.0,Friday,Morning,20,Standard,163,28,13,2,1,5,6,False,False,False,False,False,False,0.006914419715352134,0.0001483100712210755,0.021448971265372735,4.20797585769971,Average
1057,Daya Teases Jetha,"Daya and Jetha are spending quality time together when a waiter interrupts them. He gets them a bouquet of flowers. Daya keeps teasing. Meanwhile, the waiter comes back again.",20 mins,25-Mar-20,"Jetha, Daya",,Gokuldham Society,Sony SAB,2013-01-26 04:09:08+00:00,4264122,30325,640,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,4.0,Saturday,Night,20,Standard,175,29,17,3,2,0,2,False,False,True,False,False,False,0.00711166164765885,0.00015008947912618844,0.021104003165600474,4.327032780245785,Below_Avg
1058,Tapu Sena's Plan,"As 26th January is approaching, Tapu Sena comes up with a plan to celebrate 26th January in a grand way. They inform Bhide and Madhavi that they will be the chief guests for the day.",20 mins,25-Mar-20,"Tapu, Tapu Sena","Gogi, Goli, Madhavi, Pinku, Sonu",Gokuldham Society,Sony SAB,2013-01-27 02:58:07+00:00,7888968,68084,2683,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,2.0,Sunday,Night,20,Standard,182,35,16,3,2,5,7,False,True,False,False,False,False,0.008630278557312115,0.0003400951379071207,0.039406624072850116,5.314205189550116,Average
1059,The Chief Guests,Tapu Sena inform Jetha and Daya that they will become the chief guests for the event on 26th January. Daya is elated upon hearing the news. What will happen next? Watch this episode to find out now!,42 mins,25-Mar-20,"Jethalal, Daya, Tapu","Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2013-01-29 05:35:24+00:00,10298169,100751,2149,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,5.0,Tuesday,Morning,42,Long,198,37,16,3,3,4,7,True,True,True,False,False,False,0.00978338869915723,0.000208677852472818,0.02132960139749087,5.953504360483464,Average
1060,Chachajis Words Of Wisdom,"When Champaklal goes for his  morning walk, his friends question him on various things. They also say he has an extremely respecting son. What will happen now?",20 mins,25-Mar-20,"Chachaji, Chachajis",,Gokuldham Society,Sony SAB,2013-01-30 05:17:07+00:00,6633885,54011,1167,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,5.0,Wednesday,Morning,20,Standard,159,27,25,4,2,0,2,False,False,False,False,False,False,0.008141683471799183,0.00017591499160522203,0.021606309708953567,4.955376079721598,Average
1061,Daya Has A Request,Daya calls up Jetha to inform that guests are coming home. She lures him with the thought of tasty food so that he can come home early. She decides to make some delicious food. What will happen now?,21 mins,25-Mar-20,Daya,,Gokuldham Society,Sony SAB,2013-01-31 05:16:26+00:00,11764716,90078,1808,2020-03-25,2020,3,Wednesday,1,2013.0,1.0,5.0,Thursday,Morning,21,Standard,198,38,18,4,1,0,1,False,False,True,False,False,False,0.0076566227644914876,0.00015367985477253725,0.02007127077343221,4.655445600603907,Above_Avg
1062,Dayas Demands,Daya asks Jetha for the money that he took from her to pay for the other services. She demands extra money from him to look into the household chores. What will Jetha do now?,20 mins,25-Mar-20,Daya,,Gokuldham Society,Sony SAB,2013-02-01 05:40:08+00:00,18498037,164589,4953,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,5.0,Friday,Morning,20,Standard,174,34,13,2,1,0,1,False,False,True,False,False,False,0.00889764633416798,0.0002677581265645578,0.030092958259918586,5.445691051126611,Above_Avg
1063,A Mishap,"Iyer is happy about his presentation. Meanwhile, when Babita gives him tea, it slips and falls on the laptop. Iyer panics about the same. They try finding a solution. What will they do now?",20 mins,25-Mar-20,"Babita, Iyer",,Gokuldham Society,Sony SAB,2013-02-02 05:10:07+00:00,11742921,102167,2357,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,5.0,Saturday,Morning,20,Standard,189,34,8,2,2,0,2,False,False,False,False,False,False,0.008700304745275495,0.00020071665297615024,0.02306984574426435,5.300469508355756,Above_Avg
1064,Where Is Bagha?,"Babita goes to Jethas shop to get her work done. When she returns, she informs that Bagah has been sent somewhere by Jetha. Daya calls up Jetha to enquire the same. Attu Kaka is also worried. What will happen now?",19 mins,25-Mar-20,Bagha,"Abdul, Bagha, Nattu",Gokuldham Society,Sony SAB,2013-02-05 06:55:07+00:00,15585352,137319,3241,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,6.0,Tuesday,Morning,19,Standard,213,40,15,3,1,3,4,False,False,False,False,False,False,0.008810772524690329,0.0002079516582011328,0.023601806000582582,5.369644178094651,Above_Avg
1065,Taunting Jethalal,Bhide and Popatlal find Jetha walking around with a bag and a laptop. They intend to tease him. Jetha gets irritated with the same.,20 mins,25-Mar-20,"Jethalal, Jetha",Rita,Gokuldham Society,Sony SAB,2013-02-06 05:00:33+00:00,8601090,70318,1276,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,5.0,Wednesday,Morning,20,Standard,131,24,17,2,2,1,3,True,False,False,False,False,False,0.008175474483411466,0.00014835327285805952,0.018145878069938424,4.964625999190103,Average
1066,The Kids Play Smart,Harsh is standing outside playing a game on his phone. Tapu and his friends eye on the same. They trick him by saying that they have a robot and take his phone in return to play with it.,21 mins,25-Mar-20,Tapu,"Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2013-02-07 05:45:27+00:00,6560759,57522,1507,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,5.0,Thursday,Morning,21,Standard,186,38,19,4,1,4,5,False,True,False,False,False,False,0.008767581804547035,0.00022969899828678385,0.026198216365627663,5.352428682042935,Average
1067,Tapu Tricks Jetha,"Jetha is irritated with Tapu and decides to teach him a lesson. Tapu, on the other tricks him by giving the phone to Champaklal and he scolds him.",20 mins,25-Mar-20,"Jetha, Tapu",Rita,Gokuldham Society,Sony SAB,2013-02-08 05:22:07+00:00,7857955,70984,1330,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,5.0,Friday,Morning,20,Standard,146,28,17,3,2,1,3,False,True,False,False,False,False,0.009033392398735752,0.00016925521089708315,0.01873635275058111,5.487737523600285,Average
1068,Where Is The Ring?,"Jetha has lost his ring and Daya is trying her best to find out where it has disappeared. Meanwhile, Iyer leaves no stone unturned in pulling Jetha's leg.",20 mins,25-Mar-20,"Jethalal, Daya, Iyer",,Gokuldham Society,Sony SAB,2013-02-09 05:07:08+00:00,7073162,66744,1258,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,5.0,Saturday,Morning,20,Standard,154,28,18,4,3,0,3,True,False,True,False,False,False,0.009436231004431823,0.00017785536682810788,0.018847853771818114,5.732880749390336,Average
1069,The Kids Have A Request,"After knowing that Tapu is getting a phone, the other kids decide to request their parents for a phone. The parents try to convince their kids to not have one.",20 mins,25-Mar-20,Tapu,"Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2013-02-12 06:55:06+00:00,38343598,341576,14063,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,6.0,Tuesday,Morning,20,Standard,159,30,23,5,1,4,5,False,True,False,False,False,False,0.0089082926201059,0.00036676265052740616,0.04117080482585186,5.491680632274503,High
1070,Tapu Is Anxious,"Tapu is really anxious is getting his new phone. He goes and wakes up Jetha who is in deep sleep. Meanwhile, Chachaji shouts on Jetha for waking up late.",20 mins,25-Mar-20,Tapu,,Gokuldham Society,Sony SAB,2013-02-13 05:52:07+00:00,17377795,139101,3727,2020-03-25,2020,3,Wednesday,1,2013.0,2.0,5.0,Wednesday,Morning,20,Standard,153,29,15,3,1,0,1,False,True,False,False,False,False,0.008004524854590305,0.00021446908457205965,0.026793288378312317,4.888502546583007,Above_Avg
1071,Where Is Sonus Phone?,"The kids are happy as they have got their new phones. Meanwhile, while checking for the phones, Sonu doesn't find hers and Golu has it with him.",19 mins,26-Mar-20,Sonu,"Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2013-02-14 06:07:27+00:00,10341603,95736,2118,2020-03-26,2020,3,Thursday,1,2013.0,2.0,6.0,Thursday,Morning,19,Standard,144,27,21,4,1,4,5,False,False,False,False,False,False,0.009257364718277745,0.00020480381960090525,0.022123108098227436,5.63634035880701,Average
1072,Bhide Breaks The Phone,Sonu's phone breaks as Bhide doesn't hand it over properly. They try fixing it but the phone doesn't switch on. They eagerly wait for it to start working properly again.,19 mins,26-Mar-20,Bhide,Sonu,Gokuldham Society,Sony PAL,2018-04-18 19:53:52+00:00,8946810,87899,1558,2020-03-26,2020,3,Thursday,1,2018.0,4.0,19.0,Wednesday,Evening,19,Standard,169,30,22,4,1,1,2,False,False,False,False,True,False,0.009824617956051603,0.00017414026070294768,0.017724687144482366,5.964426877912141,Average
1073,Funny Pcitures,"Jetha has a problem with kids using phones as it is creating trouble for him. When asked, he shows the funny pictures and editing that has happened to all the pictures.",19 mins,26-Mar-20,Jethalal,"Gogi, Goli, Inspector, Pinku, Sonu",Gokuldham Society,Sony SAB,2013-02-16 04:43:26+00:00,8886408,76956,2490,2020-03-26,2020,3,Thursday,1,2013.0,2.0,4.0,Saturday,Night,19,Standard,168,31,14,2,1,5,6,True,False,False,False,False,False,0.008659966022270638,0.0002802031731827783,0.03235573112257494,5.308060882635494,Average
1074,Goli Scares His Friend,Goli and his friends are scaring one of Golis friends by calling up in the night. The friends and his parents have come to Gokukdham to complain against the same to their parents.,19 mins,26-Mar-20,Goli,Goli,Gokuldham Society,Sony SAB,2013-02-19 05:25:07+00:00,7797614,64458,3197,2020-03-26,2020,3,Thursday,1,2013.0,2.0,5.0,Tuesday,Morning,19,Standard,179,33,22,4,1,1,2,False,False,False,False,False,False,0.008266373756590957,0.0004099971593878385,0.04959741851409423,5.123823117709709,Average
1075,Babitas Advice To Jetha,"Jetha runs behind Tapu and encounters Babita in between. While conversing, Babita tells Jetha to exercise regularly. What will happen next? Watch this episode to find out now!",19 mins,26-Mar-20,"Jetha, Babita",,Gokuldham Society,Sony SAB,2013-02-20 05:29:06+00:00,4139594,38586,1378,2020-03-26,2020,3,Thursday,1,2013.0,2.0,5.0,Wednesday,Morning,19,Standard,175,28,23,4,2,0,2,False,False,False,False,False,False,0.009321201711761658,0.0003328828061682363,0.035711509057454585,5.725874149524289,Below_Avg
1076,Where Are The Cellphones?,Tapu and his friends come near their society worried about their life. They do not have their cellphones and they do not want their parents to know about it under any conditions.,19 mins,26-Mar-20,Tapu,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2013-02-21 05:37:07+00:00,5395435,47248,1601,2020-03-26,2020,3,Thursday,1,2013.0,2.0,5.0,Thursday,Morning,19,Standard,178,32,25,4,1,4,5,False,True,False,False,False,False,0.008757030942448396,0.00029673227520445055,0.033884315011957926,5.372911475550818,Below_Avg
1077,Jetha Is Distracted,"Jetha asks Tapu about the phone and when Tapu refuses to answer and runs instead, Jetha chases him. However, he gets distracted when Babita calls him.",20 mins,26-Mar-20,Jetha,,Gokuldham Society,Sony SAB,2013-02-22 06:15:30+00:00,6913247,63598,1763,2020-03-26,2020,3,Thursday,1,2013.0,2.0,6.0,Friday,Morning,20,Standard,150,26,19,3,1,0,1,False,False,False,False,False,False,0.00919943852730294,0.00025501761256069505,0.027720561644051008,5.621670161406041,Average
1078,Taarak Spots The Kids,"Taarak and Anjali are in the garden when the Tapu Sena is bunking their school. When the kids see that Taarak and Anjali are in the garden, they make a run for their lives.",19 mins,26-Mar-20,Taarak,"Anjali, Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2013-02-23 03:57:35+00:00,9341769,90281,3279,2020-03-26,2020,3,Thursday,1,2013.0,2.0,3.0,Saturday,Night,19,Standard,172,34,21,4,1,5,6,False,False,False,True,False,False,0.009664228513440173,0.00035100414589526394,0.036319532132651024,5.938938766422209,Average
1079,Tapu Sena Exposed,"After Taarak and Anjali tell the parents about their kids, the parents decide to go and see the principal of the school. Tapu Sena's lie is exposed. What will happen next? Watch this episode to find out now!",20 mins,26-Mar-20,"Tapu, Tapu Sena","Anjali, Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony PAL,2018-04-21 19:46:08+00:00,7221242,83853,1646,2020-03-26,2020,3,Thursday,1,2018.0,4.0,19.0,Saturday,Evening,20,Standard,207,38,17,3,2,5,7,False,True,False,False,False,False,0.011611989791785154,0.0002279385972747351,0.019629355785054977,7.058369313980987,Average
1080,Forgiveness,"After the lie is caught, Tapu Sena comes to the school where they see their parents going through punishment for them. Will the parents forgive their children?",20 mins,26-Mar-20,Tapu,"Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony PAL,2018-04-22 17:05:02+00:00,1402351,13673,137,2020-03-26,2020,3,Thursday,1,2018.0,4.0,17.0,Sunday,Evening,20,Standard,159,27,11,1,1,4,5,False,True,False,False,False,False,0.00975004848996543,9.769301858591852e-05,0.010019014187509142,5.889106301413626,Low
1081,The Chocolate Pill,"Jethas knee is painful for which he must take the medicines. However, Daya gives him chocolate pills instead of his medicines by mistake.",19 mins,26-Mar-20,"Jethalal, Daya",,Gokuldham Society,Sony SAB,2013-02-28 05:34:36+00:00,14835175,101337,3094,2020-03-26,2020,3,Thursday,1,2013.0,2.0,5.0,Thursday,Morning,19,Standard,137,23,18,3,2,0,2,True,False,True,False,False,False,0.006830859303590332,0.00020855836155904048,0.0305314886814423,4.181938926777815,Above_Avg
1082,The Water Problem,"As the Gokuldham Society faces a water crisis, their only hope is Bhide and his tactics. Meanwhile, Bhide is busy in buying vegetables.",17 mins,26-Mar-20,Bhide,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2013-03-01 05:22:40+00:00,17496018,147347,3678,2020-03-26,2020,3,Thursday,1,2013.0,3.0,5.0,Friday,Morning,17,Standard,135,23,17,3,1,4,5,False,False,False,False,True,False,0.008421744397968474,0.0002102192504477733,0.02496131606808372,5.137134338960194,Above_Avg
1083,The Broken Lock,"The society sees that there is a broken lock in the staircase of a building and someone has locked themself from inside. However, they are not able to figure out who it exactly is.",19 mins,26-Mar-20,Gokuldham Members,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2013-03-06 15:21:22+00:00,10317417,83648,1980,2020-03-26,2020,3,Thursday,1,2013.0,3.0,15.0,Wednesday,Afternoon,19,Standard,180,34,15,3,1,4,5,False,False,False,False,False,False,0.008107454791499191,0.00019190847942770177,0.02367033676433669,4.941236266670595,Average
