episode_no,episode_title,description,episode_runtime,released_on,lead_cast_matches,supporting_cast_matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,runtime_minutes,is_successful,desc_length,desc_word_count,desc_sentence_count,avg_word_length,has_conflict,has_main_char,has_emotion,has_society,has_mystery,has_family,question_count,has_question,exclamation_count,total_cast,has_lead_cast,has_supporting_cast,cast_ratio,release_year,release_month,release_day,release_day_of_week,release_quarter,is_weekend,estimated_season,is_pilot,is_early_episode,is_milestone,cast_x_runtime,desc_length_x_questions,like_rate,comment_rate,engagement_rate
1104,Jethas Prank,Jetha sticks a thepla on Iyers back and sees the fun as Iyer is chased around by Sheru. Iyer is scared for his life and starts running.,20 mins,2020-03-26,0.0,0.0,,Sony PAL,,14025422.0,132021.0,3041.0,20.0,0,135,27,3,4.821428571428571,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009412978132638139,0.00021682055507345484,0.009629798687711593
1105,Popatlals Dreams Of Marriage,"Yesterday's walk in the park was very exciting, as Sheru, along everyone else, met Pari. Popatlal is expecting Paris parents to come for him with a marriage proposal. Is Popatlal finally going to be happily married?",18 mins,2020-03-26,0.0,0.0,,Sony SAB,,4540515.0,36008.0,1099.0,18.0,0,215,36,4,5.8108108108108105,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,215,0.007930376195128484,0.00024204297485131646,0.0081724191699798
1106,A Dog House,"The female members of Gokuldham society decide to build a Dog House for Sheru, but Bhide has an option. Chameli Bhai gets introduced to Gokuldham members with regards to building a Dog House for Sheru.",17 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,3811466.0,29050.0,771.0,17.0,0,201,35,3,5.583333333333333,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007621737247101969,0.0002022843172983001,0.007824021564400268
1107,Sheru Goes Missing,"Sheru goes missing - All the members of Gokuldham society are searching Sheru in the colony. Jethalal, Taarak, Popatlal, Bhide and Mr. Iyer file a missing complaint of Sheru in the police station and also request Chalu Pandey to search Sheru.",18 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,4512424.0,54386.0,1047.0,18.0,0,242,41,4,5.761904761904762,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.01205249948752611,0.00023202601705291502,0.012284525504579024
1108,Popatlal Is Rude To Chalu Pandey,"Taarak's master plan to find Sheru - Popatlal, Bhide and Jethalal give more information about Sheru to Inspector Chalu Pandey. Popatlal talks rudely with Chalu Pandey. All the Female members of Gokuldham society are eagerly waiting for Sheru's arrival. All the members are immensely missing Sheru.",18 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,469607.0,2735.0,41.0,18.0,0,297,46,5,6.319148936170213,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.005824006405342328,8.73068601897753e-05,0.005911313265532104
1109,The Advertisement,Popatlal is searching for Sheru far and wide. Jetha decides to give a prize of 5 Lakh rupees to anyone who finds Sheru and brings him back home safely.,18 mins,2020-03-26,0.0,0.0,,Sony PAL,,13719530.0,102989.0,1142.0,18.0,0,151,29,3,5.033333333333333,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.007506743488534703,8.323899701819253e-05,0.007589982485552895
1110,The Kidnappers,Changu and Mangu get special treatment - Jethalal is immensely missing Sheru. All the members of Gokuldham society are extremely happy and excited as Shery returns to Gokuldham society. Kidnappers have entered in Gokuldham society.,19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,8647910.0,87319.0,1034.0,19.0,0,231,35,4,6.416666666666667,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.010097120564723666,0.00011956644789707017,0.010216687012620736
1111,The Confession,Changu and Mangu apologize to Jethalal and also reveal a shocking truth to all the members of Gokuldham Society. Inspector Chalu Pandey gets angry with Jethalal.,18 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,5456083.0,51242.0,1130.0,18.0,0,161,26,3,5.962962962962963,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009391717576195674,0.00020710824833342008,0.009598825824529094
1112,The Decision,"Sheru reveals his final decision. Sheru's owner, Robert, assures Jethalal and other Gokuldham members that they can come to meet Sheru whenever they want. All the members of Gokuldham society get extremely emotional.",18 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,24174189.0,143700.0,1912.0,18.0,1,216,33,4,6.352941176470588,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.005944356356924472,7.909261902880717e-05,0.006023448975953279
1113,Emergency At Roshans Place,Emergency in Roshans house - Jethalal feels prod that he caught the bag with one hand. All the members of Gokuldham society are trying to catch Googi who is strictly disagreeing to go to School until and unless Sodhi does not wish him all the best. Babuji gets angry with Bhide. There is an emergency in Roshans house.,20 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,6391374.0,55091.0,1252.0,20.0,0,318,58,5,5.389830508474576,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.00861958498758092,0.00019588899102305842,0.008815473978603978
1114,The Trip To Amritsar,"Taarak tries to solve Roshans problem - Daya, Roshan and Bhide rush to Taarak Mehtas house as Roshan urgently wants to leave for Amritsar. Taarak tries to solve Roshans problem. Jethalal, Baagha and Natu Kaka end up in comical argument. Emotional moment takes place between Googi and his Mother Roshan.",17 mins,2020-03-26,0.0,0.0,,Sony SAB,,5558885.0,52558.0,1177.0,17.0,0,302,50,5,5.921568627450981,1,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009454772053249518,0.0002117330702590411,0.00966650512350856
1115,A Task For Bagha,Jethalal gives a unique task to Baagha - All the members of Gokuldham society are taking extra care of Googi as Roshan and Sodhi are in Amritsar. Baagha assures Jethalal that he will complete his task. Bapuji gets scared of Googi.,19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,5572498.0,47787.0,734.0,19.0,0,230,41,4,5.476190476190476,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008575506249530058,0.0001317182829463047,0.008707224532476363
1116,Jetha Shares The Secret,Jetha gets a gift for Gogi because Roshani is not here. It was Dayas idea to get the gift. Babita and Iyer didnt know anout this so Jetha tells them everything.,18 mins,2020-03-26,0.0,0.0,,Sony SAB,,6545874.0,67811.0,2591.0,18.0,0,160,31,4,5.0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.010359348444631161,0.00039582179616934327,0.010755170240800504
1117,Gogi Troubles Everyone,Gogi is now staying in Jethas house. Gogi behaves the same as he does at his place. Jetha finds it very annoying. Jetha goes along with him.,20 mins,2020-03-26,0.0,0.0,,Sony PAL,,2098602.0,22040.0,383.0,20.0,0,140,27,5,5.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.010502224575110203,0.00018250235990323086,0.010684726935013435
1118,Everyone Praises Bhide,"Gogi shoots up his gun and the stick is stuck to the roof. Iyer and Jetha wonder how they;ll get it down. Jetha shares the same with Bhide, Tarak and everyone praises Bhide for handling all the children during tuition.",20 mins,2020-03-26,0.0,0.0,,Sony SAB,,9638601.0,72739.0,2715.0,20.0,0,218,40,4,5.317073170731708,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.0075466338375627506,0.0002816798535721259,0.007828313691134877
1119,Champaklal Sits On Jetha,Jetha couldnt sleep in his bed because of Gogi so he sleeps on the couch. Champaklal sit on the couch without seeing Jetha who is sleeping there.,20 mins,2020-03-26,0.0,0.0,,Sony SAB,,7527008.0,61272.0,1573.0,20.0,0,145,27,3,5.178571428571429,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008140285204920042,0.00020898075184977194,0.008349265956769814
1120,Finding Gogis ID Card,Gogi loses his ID card and gives everyone a hard time about it. Everyone searches everywhere. Finally they gather and decide to search for it inside Gogis bag. Will they find it there?,19 mins,2020-03-26,0.0,0.0,,Sony PAL,,7469697.0,75385.0,1164.0,19.0,0,184,33,5,5.411764705882353,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,184,0.010092108141453645,0.0001558295931107255,0.01024793773456437
1121,Jetha Is Upset,Gogi and Tapu return from school after exams and Jetha is worried that he wont be able to handle both Tapu and Gogi. Employees of Gada electronics help Jetha to come up with a plan to keep the kids busy.,20 mins,2020-03-26,0.0,0.0,,Sony SAB,,5201887.0,42534.0,1363.0,20.0,0,203,40,3,4.951219512195122,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008176646632914819,0.0002620202511088282,0.008438666884023647
1122,Cancelled Cricket,Tapu and his friends play cricket in the society and give everyone a hard time. Everyone gathers and decides to cancel cricket. But will Tapu Sena agree to this?,18 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,6632253.0,61592.0,948.0,18.0,0,161,29,4,5.366666666666666,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,161,0.009286737208798095,0.00014293783078874844,0.009429675039586843
1123,Decision Of The Society,Tarak scolds everyone for acting like children and calling an unofficial meeting to discuss the problem. Everyone decides that the children should not play cricket until the society decides to let them.,18 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony PAL,,4381592.0,45051.0,674.0,18.0,0,202,32,3,6.121212121212121,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.010281876933800104,0.00015382533247611086,0.010435702266276214
1124,Daya Defends The Children,Daya and the ladies to go to have some street food and run into a lady who talks against the kids. Daya defends the kids and explains what a bliss they are.,18 mins,2020-03-26,0.0,0.0,,Sony SAB,,4371326.0,39113.0,1208.0,18.0,0,156,32,3,4.7272727272727275,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008947626201380038,0.00027634629026837847,0.009223972491648417
1125,Iyer Trash Talks Jetha,"Bhide and the others wait for Jetha and Taarak so that they can get done with the meeting. Iyer tells everyone not to trust Jetha as he might have gone to drink soda with Taarak. Finally, they get to the discussion.",20 mins,2020-03-26,0.0,0.0,,Sony PAL,,3627247.0,33730.0,405.0,20.0,0,215,41,4,5.119047619047619,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.009299060885828596,0.0001116548964945325,0.009410715782323128
1126,Tapu Sena On A Mango Mission,Tapu Sena break into a grove to pick mangoes. Tapu climbs a tree and starts plucking the mangoes. Will they get out without getting caught?,19 mins,2020-03-26,0.0,0.0,,Sony SAB,,3244408.0,26803.0,641.0,19.0,0,139,25,4,5.346153846153846,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,139,0.008261288881888812,0.00019757065154239184,0.008458859533431205
1127,Tapu Sena Gets Caught,Tapu Sena gets caught after breaking into the Mango grove. They try to talk their way out of trouble. The keeper of the grove asks them to bring their parents. Will they let Gogi go without any trouble?,19 mins,2020-03-26,0.0,0.0,,Sony PAL,,3433799.0,38822.0,842.0,19.0,0,202,38,5,5.17948717948718,1,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,202,0.011305841924398626,0.0002452093890150853,0.011551051313413711
1128,Jetha Handles The Situation,"Gogi is stuck in the tree and Tapu Sena seeks the society's help to bring back Gogi. Meanwhile, Gogis parents call Jetha to check on Gogi. How will Jetha handle the situation now?",19 mins,2020-03-26,0.0,0.0,Gokuldham Society,Sony SAB,,5035100.0,36698.0,1264.0,19.0,0,179,33,4,5.264705882352941,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,179,0.00728843373747617,0.00025103766538148885,0.0075394714028576585
1129,Jetha And Daya On A Mission,Jetha and Daya visit the grove to talk to the keeper and bring back Gogi. They try to reason with him to get him back. Will Jetha and Daya bring back Gogi?,20 mins,2020-03-26,0.0,0.0,,Sony SAB,,22286483.0,164081.0,7003.0,20.0,1,155,32,4,4.696969696969697,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,155,0.007362354689954683,0.00031422632659328407,0.007676581016547967
1130,Anjali's Plan For Iyer And Babita,Anjali comes up with a plan to save Gogi. Everyone plans to dress up Babita and Iyer as a Punjabi couple and present them to the keeper so that they can bring back Gogi.,20 mins,2020-03-26,0.0,0.0,,Sony SAB,,10458782.0,83782.0,2298.0,20.0,0,169,34,3,4.828571428571428,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,26.0,3.0,1.0,0,5,0,0,0,0.0,0,0.008010683460972466,0.00021971963659634205,0.00823040309756881
1131,Gogi Ruins The Plan,"Finally, everyone convinces the keeper that Babita and Iyer are the real parents of Gogi. The keeper believes them and agrees to let Gogi go. But Gogi ruins the plan by telling everyone that they managed to fool the keeper in front of the keeper himself.",17 mins,2020-03-27,0.0,0.0,,,,0.0,0.0,0.0,17.0,0,254,46,4,5.404255319148936,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.0,0.0,0.0
1132,The Signature Situation,"Jetha gets a call from Nattu Kaka, who informs him that he has forgotten to sign a cheque. But Jetha informs him that he can't go to the shop now as he has a meeting with a client. How will Jetha handle this situation?",19 mins,2020-03-27,0.0,0.0,,Sony SAB,,3751515.0,23765.0,591.0,19.0,0,218,44,4,4.844444444444444,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,218,0.006334772396012705,0.0001575363133197353,0.0064923087093324405
1133,Daya Apolozies To Jetha,Jetha forgets his file at home because of Daya. He goes back home to get the file and returns to the shop. Jetha reaches the shop and finally signs the cheque. Daya calls Jetha and apolozies to him.,18 mins,2020-03-27,0.0,0.0,,Sony PAL,,2812977.0,28704.0,689.0,18.0,0,198,38,5,5.076923076923077,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.010204132417672658,0.00024493614951841074,0.010449068567191069
1134,Iyer Gets Jealous,Iyer calls Babita and she picks up thinking that it was Jetha. Iyer gets jealous and questions her. He then tells her not to wait for his call and that hell handle the situation.,20 mins,2020-03-27,0.0,0.0,,Sony SAB,,3049265.0,18342.0,490.0,20.0,0,178,34,4,5.085714285714285,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.006015218088549834,0.00016069440973663827,0.006175912498286473
1135,Babita Looks For Jetha,"Babita waits for Jetha so that she can get the file. But when Babita calls Jetha he tells Nattu Kaka to attend the call. Meanwhile, Baga goes out to search for the file so that Jetha can give the file to Babita.",20 mins,2020-03-27,0.0,0.0,,Sony PAL,,3465882.0,40815.0,679.0,20.0,0,211,42,4,4.906976744186046,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.011776219797379197,0.0001959096715036255,0.011972129468882821
1136,Jetha Gets A Card For Babita,Natu Kaka and Baga suggest Jetha get a Sorry card for Babita. Jetha finally finds the note where he had noted down the number. Jetha thanks Daya for her prayers for which he managed to find that note.,18 mins,2020-03-27,0.0,0.0,,Sony SAB,,14997773.0,102291.0,2207.0,18.0,0,200,38,4,5.128205128205129,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.006820412149162936,0.00014715517116073359,0.0069675673203236695
1137,Jetha's Sweet Gesture,Jetha forgets to bring what Champaklal told him to. Jetha hands him the apology card that he had got for Babita. Champaklal shouts at him for getting an over-priced card. Jetha gets Kulfi for everyone. Daya tells Jetha as to how he was being praised by everyone.,18 mins,2020-03-27,0.0,0.0,,Sony PAL,,3053407.0,31710.0,437.0,18.0,0,262,47,6,5.458333333333333,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.010385117219840912,0.00014311877089468554,0.010528235990735598
1138,Tapu Fools Jetha And Daya,"Tapu pretends to be Champaklal and Jetha starts explaining himself. Later, Daya and Jetha look for the differences and find out that it was Tapu who tried fooling them. Tapu asks Daya for a favour.",19 mins,2020-03-27,0.0,0.0,,Sony SAB,,24208899.0,146617.0,3302.0,19.0,1,197,35,4,5.472222222222222,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.006056326392359835,0.0001363961187827617,0.0061927225111425965
1139,Tapu Tries To Convince Jethalal,Tapu and Daya convince Jetha to get Tapu a seasoned bat. Jetha refuses to spend a huge amount for a bat. Bhide does not allow Sonu to go out and play with Tapu Sena instead asks her to sit at home and study. Jetha talks to Bhide regarding this.,19 mins,2020-03-27,0.0,0.0,,Sony PAL,,15039434.0,115110.0,1748.0,19.0,0,244,49,5,4.88,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.0076538779548566815,0.0001162277705246241,0.007770105725381306
1140,Jetha Gets Mad With Excitement,Sonu calls Tapu Sena to help her out but they are locked inside. Jethalal overhears Nattu and Baga's conversation and thinks they have received a big order. Bhide is shocked to find Tapu Sena inside his home.,20 mins,2020-03-27,0.0,0.0,,Sony SAB,,19695925.0,141405.0,2877.0,20.0,1,208,37,4,5.473684210526316,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.007179403496946526,0.00014607081687857681,0.007325474313825102
1141,Bhide Creates Chaos,Bhide calls everyone and explains them the mistakes Tapu Sena has committed. Champaklal comes and asks Tapu about what exactly happened. He convinces Bhide as to how their way of helping Sonu was wrong but their intention was not.,20 mins,2020-03-27,0.0,0.0,,Sony SAB,,11838785.0,87184.0,1577.0,20.0,0,230,39,4,5.75,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.007364268599837855,0.00013320622570591275,0.0074974748255437675
1142,Champaklal's Good Old Days,"Jetha finally gets a bat for Tapu and some mangoes for everyone. A guest arrives who happens to be Champaklal's friend. He starts telling Champaklal's stories, as to how brave and naughty he used to be.",19 mins,2020-03-27,0.0,0.0,,Sony SAB,,10574180.0,75380.0,1382.0,19.0,0,202,36,4,5.45945945945946,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.007128684481568832,0.0001306957011611585,0.007259380182729991
1143,Champaklal Has Decided,Champaklal decides to go to the village. Jetha calls Baga to know if he had got the tickets. Champaklal is shocked to know the highly-priced tickets. He is adamant to go by the railways.,19 mins,2020-03-27,0.0,0.0,,Sony SAB,,9896226.0,68000.0,1003.0,19.0,0,186,34,5,5.314285714285714,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.006871305599598716,0.00010135175759408106,0.006972657357192797
1144,Jetha Finds A Way,"A customer comes to Jethalals shop who happens to be an agent. Jetha asks him if he can help get him two tickets. Later, that agent gets a call and he informs that all the tickets have been sold out. Champaklal decides to travel by bus.",19 mins,2020-03-27,0.0,0.0,,Sony SAB,,17768357.0,125419.0,3245.0,19.0,1,236,46,5,5.0212765957446805,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.007058558815620441,0.00018262801773804871,0.00724118683335849
1145,The Great Grand Confusion,Jetha gets the tickets by train and Champaklal's friend gets tickets by bus. Baga gets a taxi asks the driver to drop them off at the railway station but Champaklal asks him to drop them off at the bus stop. He shouts at Jetha for getting the tickets at a higher price.,19 mins,2020-03-27,0.0,0.0,,Sony PAL,,5820541.0,67827.0,644.0,19.0,0,269,52,4,5.0754716981132075,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,3.0,27.0,4.0,1.0,0,5,0,0,0,0.0,0,0.01165303849710216,0.00011064261713084452,0.011763681114233005
